文字	面区点	水準	Unicode	UTF16
𠂉	2-01-01	第4水準	U+20089	0xD840 0xDC89
丂	2-01-02	第4水準	U+4E02	0x4E02
丏	2-01-03	第4水準	U+4E0F	0x4E0F
丒	2-01-04	第4水準	U+4E12	0x4E12
丩	2-01-05	第4水準	U+4E29	0x4E29
丫	2-01-06	第4水準	U+4E2B	0x4E2B
丮	2-01-07	第4水準	U+4E2E	0x4E2E
乀	2-01-08	第4水準	U+4E40	0x4E40
乇	2-01-09	第4水準	U+4E47	0x4E47
么	2-01-10	第4水準	U+4E48	0x4E48
𠂢	2-01-11	第4水準	U+200A2	0xD840 0xDCA2
乑	2-01-12	第4水準	U+4E51	0x4E51
㐆	2-01-13	第4水準	U+3406	0x3406
𠂤	2-01-14	第4水準	U+200A4	0xD840 0xDCA4
乚	2-01-15	第4水準	U+4E5A	0x4E5A
乩	2-01-16	第4水準	U+4E69	0x4E69
亝	2-01-17	第4水準	U+4E9D	0x4E9D
㐬	2-01-18	第4水準	U+342C	0x342C
㐮	2-01-19	第4水準	U+342E	0x342E
亹	2-01-20	第4水準	U+4EB9	0x4EB9
亻	2-01-21	第4水準	U+4EBB	0x4EBB
𠆢	2-01-22	第4水準	U+201A2	0xD840 0xDDA2
亼	2-01-23	第4水準	U+4EBC	0x4EBC
仃	2-01-24	第4水準	U+4EC3	0x4EC3
仈	2-01-25	第4水準	U+4EC8	0x4EC8
仐	2-01-26	第4水準	U+4ED0	0x4ED0
仫	2-01-27	第4水準	U+4EEB	0x4EEB
仚	2-01-28	第4水準	U+4EDA	0x4EDA
仱	2-01-29	第4水準	U+4EF1	0x4EF1
仵	2-01-30	第4水準	U+4EF5	0x4EF5
伀	2-01-31	第4水準	U+4F00	0x4F00
伖	2-01-32	第4水準	U+4F16	0x4F16
佤	2-01-33	第4水準	U+4F64	0x4F64
伷	2-01-34	第4水準	U+4F37	0x4F37
伾	2-01-35	第4水準	U+4F3E	0x4F3E
佔	2-01-36	第4水準	U+4F54	0x4F54
佘	2-01-37	第4水準	U+4F58	0x4F58
𠈓	2-01-38	第4水準	U+20213	0xD840 0xDE13
佷	2-01-39	第4水準	U+4F77	0x4F77
佸	2-01-40	第4水準	U+4F78	0x4F78
佺	2-01-41	第4水準	U+4F7A	0x4F7A
佽	2-01-42	第4水準	U+4F7D	0x4F7D
侂	2-01-43	第4水準	U+4F82	0x4F82
侅	2-01-44	第4水準	U+4F85	0x4F85
侒	2-01-45	第4水準	U+4F92	0x4F92
侚	2-01-46	第4水準	U+4F9A	0x4F9A
俦	2-01-47	第4水準	U+4FE6	0x4FE6
侲	2-01-48	第4水準	U+4FB2	0x4FB2
侾	2-01-49	第4水準	U+4FBE	0x4FBE
俅	2-01-50	第4水準	U+4FC5	0x4FC5
俋	2-01-51	第4水準	U+4FCB	0x4FCB
俏	2-01-52	第4水準	U+4FCF	0x4FCF
俒	2-01-53	第4水準	U+4FD2	0x4FD2
㑪	2-01-54	第4水準	U+346A	0x346A
俲	2-01-55	第4水準	U+4FF2	0x4FF2
倀	2-01-56	第4水準	U+5000	0x5000
倐	2-01-57	第4水準	U+5010	0x5010
倓	2-01-58	第4水準	U+5013	0x5013
倜	2-01-59	第4水準	U+501C	0x501C
倞	2-01-60	第4水準	U+501E	0x501E
倢	2-01-61	第4水準	U+5022	0x5022
㑨	2-01-62	第4水準	U+3468	0x3468
偂	2-01-63	第4水準	U+5042	0x5042
偆	2-01-64	第4水準	U+5046	0x5046
偎	2-01-65	第4水準	U+504E	0x504E
偓	2-01-66	第4水準	U+5053	0x5053
偗	2-01-67	第4水準	U+5057	0x5057
偣	2-01-68	第4水準	U+5063	0x5063
偦	2-01-69	第4水準	U+5066	0x5066
偪	2-01-70	第4水準	U+506A	0x506A
偰	2-01-71	第4水準	U+5070	0x5070
傣	2-01-72	第4水準	U+50A3	0x50A3
傈	2-01-73	第4水準	U+5088	0x5088
傒	2-01-74	第4水準	U+5092	0x5092
傓	2-01-75	第4水準	U+5093	0x5093
傕	2-01-76	第4水準	U+5095	0x5095
傖	2-01-77	第4水準	U+5096	0x5096
傜	2-01-78	第4水準	U+509C	0x509C
傪	2-01-79	第4水準	U+50AA	0x50AA
𠌫	2-01-80	第4水準	U+2032B	0xD840 0xDF2B
傱	2-01-81	第4水準	U+50B1	0x50B1
傺	2-01-82	第4水準	U+50BA	0x50BA
傻	2-01-83	第4水準	U+50BB	0x50BB
僄	2-01-84	第4水準	U+50C4	0x50C4
僇	2-01-85	第4水準	U+50C7	0x50C7
僳	2-01-86	第4水準	U+50F3	0x50F3
𠎁	2-01-87	第4水準	U+20381	0xD840 0xDF81
僎	2-01-88	第4水準	U+50CE	0x50CE
𠍱	2-01-89	第4水準	U+20371	0xD840 0xDF71
僔	2-01-90	第4水準	U+50D4	0x50D4
僙	2-01-91	第4水準	U+50D9	0x50D9
僡	2-01-92	第4水準	U+50E1	0x50E1
僩	2-01-93	第4水準	U+50E9	0x50E9
㒒	2-01-94	第4水準	U+3492	0x3492
儈	2-03-01	第4水準	U+5108	0x5108
𠏹	2-03-02	第4水準	U+203F9	0xD840 0xDFF9
儗	2-03-03	第4水準	U+5117	0x5117
儛	2-03-04	第4水準	U+511B	0x511B
𠑊	2-03-05	第4水準	U+2044A	0xD841 0xDC4A
兠	2-03-06	第4水準	U+5160	0x5160
𠔉	2-03-07	第4水準	U+20509	0xD841 0xDD09
关	2-03-08	第4水準	U+5173	0x5173
冃	2-03-09	第4水準	U+5183	0x5183
冋	2-03-10	第4水準	U+518B	0x518B
㒼	2-03-11	第4水準	U+34BC	0x34BC
冘	2-03-12	第4水準	U+5198	0x5198
冣	2-03-13	第4水準	U+51A3	0x51A3
冭	2-03-14	第4水準	U+51AD	0x51AD
㓇	2-03-15	第4水準	U+34C7	0x34C7
冼	2-03-16	第4水準	U+51BC	0x51BC
𠗖	2-03-17	第4水準	U+205D6	0xD841 0xDDD6
𠘨	2-03-18	第4水準	U+20628	0xD841 0xDE28
凳	2-03-19	第4水準	U+51F3	0x51F3
凴	2-03-20	第4水準	U+51F4	0x51F4
刂	2-03-21	第4水準	U+5202	0x5202
划	2-03-22	第4水準	U+5212	0x5212
刖	2-03-23	第4水準	U+5216	0x5216
𠝏	2-03-24	第4水準	U+2074F	0xD841 0xDF4F
剕	2-03-25	第4水準	U+5255	0x5255
剜	2-03-26	第4水準	U+525C	0x525C
剬	2-03-27	第4水準	U+526C	0x526C
剷	2-03-28	第4水準	U+5277	0x5277
劄	2-03-29	第4水準	U+5284	0x5284
劂	2-03-30	第4水準	U+5282	0x5282
𠠇	2-03-31	第4水準	U+20807	0xD842 0xDC07
劘	2-03-32	第4水準	U+5298	0x5298
𠠺	2-03-33	第4水準	U+2083A	0xD842 0xDC3A
劤	2-03-34	第4水準	U+52A4	0x52A4
劦	2-03-35	第4水準	U+52A6	0x52A6
劯	2-03-36	第4水準	U+52AF	0x52AF
劺	2-03-37	第4水準	U+52BA	0x52BA
劻	2-03-38	第4水準	U+52BB	0x52BB
勊	2-03-39	第4水準	U+52CA	0x52CA
㔟	2-03-40	第4水準	U+351F	0x351F
勑	2-03-41	第4水準	U+52D1	0x52D1
𠢹	2-03-42	第4水準	U+208B9	0xD842 0xDCB9
勷	2-03-43	第4水準	U+52F7	0x52F7
匊	2-03-44	第4水準	U+530A	0x530A
匋	2-03-45	第4水準	U+530B	0x530B
匤	2-03-46	第4水準	U+5324	0x5324
匵	2-03-47	第4水準	U+5335	0x5335
匾	2-03-48	第4水準	U+533E	0x533E
卂	2-03-49	第4水準	U+5342	0x5342
𠥼	2-03-50	第4水準	U+2097C	0xD842 0xDD7C
𠦝	2-03-51	第4水準	U+2099D	0xD842 0xDD9D
卧	2-03-52	第4水準	U+5367	0x5367
卬	2-03-53	第4水準	U+536C	0x536C
卺	2-03-54	第4水準	U+537A	0x537A
厤	2-03-55	第4水準	U+53A4	0x53A4
厴	2-03-56	第4水準	U+53B4	0x53B4
𠫓	2-03-57	第4水準	U+20AD3	0xD842 0xDED3
厷	2-03-58	第4水準	U+53B7	0x53B7
叀	2-03-59	第4水準	U+53C0	0x53C0
𠬝	2-03-60	第4水準	U+20B1D	0xD842 0xDF1D
㕝	2-03-61	第4水準	U+355D	0x355D
㕞	2-03-62	第4水準	U+355E	0x355E
叕	2-03-63	第4水準	U+53D5	0x53D5
叚	2-03-64	第4水準	U+53DA	0x53DA
㕣	2-03-65	第4水準	U+3563	0x3563
叴	2-03-66	第4水準	U+53F4	0x53F4
叵	2-03-67	第4水準	U+53F5	0x53F5
呕	2-03-68	第4水準	U+5455	0x5455
吤	2-03-69	第4水準	U+5424	0x5424
吨	2-03-70	第4水準	U+5428	0x5428
㕮	2-03-71	第4水準	U+356E	0x356E
呃	2-03-72	第4水準	U+5443	0x5443
呢	2-03-73	第4水準	U+5462	0x5462
呦	2-03-74	第4水準	U+5466	0x5466
呬	2-03-75	第4水準	U+546C	0x546C
咊	2-03-76	第4水準	U+548A	0x548A
咍	2-03-77	第4水準	U+548D	0x548D
咕	2-03-78	第4水準	U+5495	0x5495
咠	2-03-79	第4水準	U+54A0	0x54A0
咦	2-03-80	第4水準	U+54A6	0x54A6
咭	2-03-81	第4水準	U+54AD	0x54AD
咮	2-03-82	第4水準	U+54AE	0x54AE
咷	2-03-83	第4水準	U+54B7	0x54B7
咺	2-03-84	第4水準	U+54BA	0x54BA
咿	2-03-85	第4水準	U+54BF	0x54BF
哃	2-03-86	第4水準	U+54C3	0x54C3
𠵅	2-03-87	第4水準	U+20D45	0xD843 0xDD45
哬	2-03-88	第4水準	U+54EC	0x54EC
哯	2-03-89	第4水準	U+54EF	0x54EF
哱	2-03-90	第4水準	U+54F1	0x54F1
哳	2-03-91	第4水準	U+54F3	0x54F3
唀	2-03-92	第4水準	U+5500	0x5500
唁	2-03-93	第4水準	U+5501	0x5501
唉	2-03-94	第4水準	U+5509	0x5509
唼	2-04-01	第4水準	U+553C	0x553C
啁	2-04-02	第4水準	U+5541	0x5541
㖦	2-04-03	第4水準	U+35A6	0x35A6
啇	2-04-04	第4水準	U+5547	0x5547
啊	2-04-05	第4水準	U+554A	0x554A
㖨	2-04-06	第4水準	U+35A8	0x35A8
啠	2-04-07	第4水準	U+5560	0x5560
啡	2-04-08	第4水準	U+5561	0x5561
啤	2-04-09	第4水準	U+5564	0x5564
𠷡	2-04-10	第4水準	U+20DE1	0xD843 0xDDE1
啽	2-04-11	第4水準	U+557D	0x557D
喂	2-04-12	第4水準	U+5582	0x5582
喈	2-04-13	第4水準	U+5588	0x5588
喑	2-04-14	第4水準	U+5591	0x5591
㗅	2-04-15	第4水準	U+35C5	0x35C5
嗒	2-04-16	第4水準	U+55D2	0x55D2
𠺕	2-04-17	第4水準	U+20E95	0xD843 0xDE95
𠹭	2-04-18	第4水準	U+20E6D	0xD843 0xDE6D
喿	2-04-19	第4水準	U+55BF	0x55BF
嗉	2-04-20	第4水準	U+55C9	0x55C9
嗌	2-04-21	第4水準	U+55CC	0x55CC
嗑	2-04-22	第4水準	U+55D1	0x55D1
嗝	2-04-23	第4水準	U+55DD	0x55DD
㗚	2-04-24	第4水準	U+35DA	0x35DA
嗢	2-04-25	第4水準	U+55E2	0x55E2
𠹤	2-04-26	第4水準	U+20E64	0xD843 0xDE64
嗩	2-04-27	第4水準	U+55E9	0x55E9
嘨	2-04-28	第4水準	U+5628	0x5628
𠽟	2-04-29	第4水準	U+20F5F	0xD843 0xDF5F
嘇	2-04-30	第4水準	U+5607	0x5607
嘐	2-04-31	第4水準	U+5610	0x5610
嘰	2-04-32	第4水準	U+5630	0x5630
嘷	2-04-33	第4水準	U+5637	0x5637
㗴	2-04-34	第4水準	U+35F4	0x35F4
嘽	2-04-35	第4水準	U+563D	0x563D
嘿	2-04-36	第4水準	U+563F	0x563F
噀	2-04-37	第4水準	U+5640	0x5640
噇	2-04-38	第4水準	U+5647	0x5647
噞	2-04-39	第4水準	U+565E	0x565E
噠	2-04-40	第4水準	U+5660	0x5660
噭	2-04-41	第4水準	U+566D	0x566D
㘅	2-04-42	第4水準	U+3605	0x3605
嚈	2-04-43	第4水準	U+5688	0x5688
嚌	2-04-44	第4水準	U+568C	0x568C
嚕	2-04-45	第4水準	U+5695	0x5695
嚚	2-04-46	第4水準	U+569A	0x569A
嚝	2-04-47	第4水準	U+569D	0x569D
嚨	2-04-48	第4水準	U+56A8	0x56A8
嚭	2-04-49	第4水準	U+56AD	0x56AD
嚲	2-04-50	第4水準	U+56B2	0x56B2
囅	2-04-51	第4水準	U+56C5	0x56C5
囍	2-04-52	第4水準	U+56CD	0x56CD
囟	2-04-53	第4水準	U+56DF	0x56DF
囨	2-04-54	第4水準	U+56E8	0x56E8
囶	2-04-55	第4水準	U+56F6	0x56F6
囷	2-04-56	第4水準	U+56F7	0x56F7
𡈁	2-04-57	第4水準	U+21201	0xD844 0xDE01
圕	2-04-58	第4水準	U+5715	0x5715
圣	2-04-59	第4水準	U+5723	0x5723
𡉕	2-04-60	第4水準	U+21255	0xD844 0xDE55
圩	2-04-61	第4水準	U+5729	0x5729
𡉻	2-04-62	第4水準	U+2127B	0xD844 0xDE7B
坅	2-04-63	第4水準	U+5745	0x5745
坆	2-04-64	第4水準	U+5746	0x5746
坌	2-04-65	第4水準	U+574C	0x574C
坍	2-04-66	第4水準	U+574D	0x574D
𡉴	2-04-67	第4水準	U+21274	0xD844 0xDE74
坨	2-04-68	第4水準	U+5768	0x5768
坯	2-04-69	第4水準	U+576F	0x576F
坳	2-04-70	第4水準	U+5773	0x5773
坴	2-04-71	第4水準	U+5774	0x5774
坵	2-04-72	第4水準	U+5775	0x5775
坻	2-04-73	第4水準	U+577B	0x577B
𡋤	2-04-74	第4水準	U+212E4	0xD844 0xDEE4
𡋗	2-04-75	第4水準	U+212D7	0xD844 0xDED7
垬	2-04-76	第4水準	U+57AC	0x57AC
垚	2-04-77	第4水準	U+579A	0x579A
垝	2-04-78	第4水準	U+579D	0x579D
垞	2-04-79	第4水準	U+579E	0x579E
垨	2-04-80	第4水準	U+57A8	0x57A8
埗	2-04-81	第4水準	U+57D7	0x57D7
𡋽	2-04-82	第4水準	U+212FD	0xD844 0xDEFD
埌	2-04-83	第4水準	U+57CC	0x57CC
𡌶	2-04-84	第4水準	U+21336	0xD844 0xDF36
𡍄	2-04-85	第4水準	U+21344	0xD844 0xDF44
埞	2-04-86	第4水準	U+57DE	0x57DE
埦	2-04-87	第4水準	U+57E6	0x57E6
埰	2-04-88	第4水準	U+57F0	0x57F0
㙊	2-04-89	第4水準	U+364A	0x364A
埸	2-04-90	第4水準	U+57F8	0x57F8
埻	2-04-91	第4水準	U+57FB	0x57FB
埽	2-04-92	第4水準	U+57FD	0x57FD
堄	2-04-93	第4水準	U+5804	0x5804
堞	2-04-94	第4水準	U+581E	0x581E
堠	2-05-01	第4水準	U+5820	0x5820
堧	2-05-02	第4水準	U+5827	0x5827
堲	2-05-03	第4水準	U+5832	0x5832
堹	2-05-04	第4水準	U+5839	0x5839
𡏄	2-05-05	第4水準	U+213C4	0xD844 0xDFC4
塉	2-05-06	第4水準	U+5849	0x5849
塌	2-05-07	第4水準	U+584C	0x584C
塧	2-05-08	第4水準	U+5867	0x5867
墊	2-05-09	第4水準	U+588A	0x588A
墋	2-05-10	第4水準	U+588B	0x588B
墍	2-05-11	第4水準	U+588D	0x588D
墏	2-05-12	第4水準	U+588F	0x588F
墐	2-05-13	第4水準	U+5890	0x5890
墔	2-05-14	第4水準	U+5894	0x5894
墝	2-05-15	第4水準	U+589D	0x589D
墪	2-05-16	第4水準	U+58AA	0x58AA
墱	2-05-17	第4水準	U+58B1	0x58B1
𡑭	2-05-18	第4水準	U+2146D	0xD845 0xDC6D
壃	2-05-19	第4水準	U+58C3	0x58C3
壍	2-05-20	第4水準	U+58CD	0x58CD
壢	2-05-21	第4水準	U+58E2	0x58E2
壳	2-05-22	第4水準	U+58F3	0x58F3
壴	2-05-23	第4水準	U+58F4	0x58F4
夅	2-05-24	第4水準	U+5905	0x5905
夆	2-05-25	第4水準	U+5906	0x5906
夋	2-05-26	第4水準	U+590B	0x590B
复	2-05-27	第4水準	U+590D	0x590D
夔	2-05-28	第4水準	U+5914	0x5914
夤	2-05-29	第4水準	U+5924	0x5924
𡗗	2-05-30	第4水準	U+215D7	0xD845 0xDDD7
㚑	2-05-31	第4水準	U+3691	0x3691
夽	2-05-32	第4水準	U+593D	0x593D
㚙	2-05-33	第4水準	U+3699	0x3699
奆	2-05-34	第4水準	U+5946	0x5946
㚖	2-05-35	第4水準	U+3696	0x3696
𦰩	2-05-36	第4水準	U+26C29	0xD85B 0xDC29
奛	2-05-37	第4水準	U+595B	0x595B
奟	2-05-38	第4水準	U+595F	0x595F
𡙇	2-05-39	第4水準	U+21647	0xD845 0xDE47
奵	2-05-40	第4水準	U+5975	0x5975
奶	2-05-41	第4水準	U+5976	0x5976
奼	2-05-42	第4水準	U+597C	0x597C
妟	2-05-43	第4水準	U+599F	0x599F
妮	2-05-44	第4水準	U+59AE	0x59AE
妼	2-05-45	第4水準	U+59BC	0x59BC
姈	2-05-46	第4水準	U+59C8	0x59C8
姍	2-05-47	第4水準	U+59CD	0x59CD
姞	2-05-48	第4水準	U+59DE	0x59DE
姣	2-05-49	第4水準	U+59E3	0x59E3
姤	2-05-50	第4水準	U+59E4	0x59E4
姧	2-05-51	第4水準	U+59E7	0x59E7
姮	2-05-52	第4水準	U+59EE	0x59EE
𡜆	2-05-53	第4水準	U+21706	0xD845 0xDF06
𡝂	2-05-54	第4水準	U+21742	0xD845 0xDF42
㛏	2-05-55	第4水準	U+36CF	0x36CF
娌	2-05-56	第4水準	U+5A0C	0x5A0C
娍	2-05-57	第4水準	U+5A0D	0x5A0D
娗	2-05-58	第4水準	U+5A17	0x5A17
娧	2-05-59	第4水準	U+5A27	0x5A27
娭	2-05-60	第4水準	U+5A2D	0x5A2D
婕	2-05-61	第4水準	U+5A55	0x5A55
婥	2-05-62	第4水準	U+5A65	0x5A65
婺	2-05-63	第4水準	U+5A7A	0x5A7A
媋	2-05-64	第4水準	U+5A8B	0x5A8B
媜	2-05-65	第4水準	U+5A9C	0x5A9C
媟	2-05-66	第4水準	U+5A9F	0x5A9F
媠	2-05-67	第4水準	U+5AA0	0x5AA0
媢	2-05-68	第4水準	U+5AA2	0x5AA2
媱	2-05-69	第4水準	U+5AB1	0x5AB1
媳	2-05-70	第4水準	U+5AB3	0x5AB3
媵	2-05-71	第4水準	U+5AB5	0x5AB5
媺	2-05-72	第4水準	U+5ABA	0x5ABA
媿	2-05-73	第4水準	U+5ABF	0x5ABF
嫚	2-05-74	第4水準	U+5ADA	0x5ADA
嫜	2-05-75	第4水準	U+5ADC	0x5ADC
嫠	2-05-76	第4水準	U+5AE0	0x5AE0
嫥	2-05-77	第4水準	U+5AE5	0x5AE5
嫰	2-05-78	第4水準	U+5AF0	0x5AF0
嫮	2-05-79	第4水準	U+5AEE	0x5AEE
嫵	2-05-80	第4水準	U+5AF5	0x5AF5
嬀	2-05-81	第4水準	U+5B00	0x5B00
嬈	2-05-82	第4水準	U+5B08	0x5B08
嬗	2-05-83	第4水準	U+5B17	0x5B17
嬴	2-05-84	第4水準	U+5B34	0x5B34
嬭	2-05-85	第4水準	U+5B2D	0x5B2D
孌	2-05-86	第4水準	U+5B4C	0x5B4C
孒	2-05-87	第4水準	U+5B52	0x5B52
孨	2-05-88	第4水準	U+5B68	0x5B68
孯	2-05-89	第4水準	U+5B6F	0x5B6F
孼	2-05-90	第4水準	U+5B7C	0x5B7C
孿	2-05-91	第4水準	U+5B7F	0x5B7F
宁	2-05-92	第4水準	U+5B81	0x5B81
宄	2-05-93	第4水準	U+5B84	0x5B84
𡧃	2-05-94	第4水準	U+219C3	0xD846 0xDDC3
宖	2-08-01	第4水準	U+5B96	0x5B96
宬	2-08-02	第4水準	U+5BAC	0x5BAC
㝡	2-08-03	第4水準	U+3761	0x3761
寀	2-08-04	第4水準	U+5BC0	0x5BC0
㝢	2-08-05	第4水準	U+3762	0x3762
寎	2-08-06	第4水準	U+5BCE	0x5BCE
寖	2-08-07	第4水準	U+5BD6	0x5BD6
㝬	2-08-08	第4水準	U+376C	0x376C
㝫	2-08-09	第4水準	U+376B	0x376B
寱	2-08-10	第4水準	U+5BF1	0x5BF1
寽	2-08-11	第4水準	U+5BFD	0x5BFD
㝵	2-08-12	第4水準	U+3775	0x3775
尃	2-08-13	第4水準	U+5C03	0x5C03
尩	2-08-14	第4水準	U+5C29	0x5C29
尰	2-08-15	第4水準	U+5C30	0x5C30
𡱖	2-08-16	第4水準	U+21C56	0xD847 0xDC56
屟	2-08-17	第4水準	U+5C5F	0x5C5F
屣	2-08-18	第4水準	U+5C63	0x5C63
屧	2-08-19	第4水準	U+5C67	0x5C67
屨	2-08-20	第4水準	U+5C68	0x5C68
屩	2-08-21	第4水準	U+5C69	0x5C69
屰	2-08-22	第4水準	U+5C70	0x5C70
𡴭	2-08-23	第4水準	U+21D2D	0xD847 0xDD2D
𡵅	2-08-24	第4水準	U+21D45	0xD847 0xDD45
屼	2-08-25	第4水準	U+5C7C	0x5C7C
𡵸	2-08-26	第4水準	U+21D78	0xD847 0xDD78
𡵢	2-08-27	第4水準	U+21D62	0xD847 0xDD62
岈	2-08-28	第4水準	U+5C88	0x5C88
岊	2-08-29	第4水準	U+5C8A	0x5C8A
㟁	2-08-30	第4水準	U+37C1	0x37C1
𡶡	2-08-31	第4水準	U+21DA1	0xD847 0xDDA1
𡶜	2-08-32	第4水準	U+21D9C	0xD847 0xDD9C
岠	2-08-33	第4水準	U+5CA0	0x5CA0
岢	2-08-34	第4水準	U+5CA2	0x5CA2
岦	2-08-35	第4水準	U+5CA6	0x5CA6
岧	2-08-36	第4水準	U+5CA7	0x5CA7
𡶒	2-08-37	第4水準	U+21D92	0xD847 0xDD92
岭	2-08-38	第4水準	U+5CAD	0x5CAD
岵	2-08-39	第4水準	U+5CB5	0x5CB5
𡶷	2-08-40	第4水準	U+21DB7	0xD847 0xDDB7
峉	2-08-41	第4水準	U+5CC9	0x5CC9
𡷠	2-08-42	第4水準	U+21DE0	0xD847 0xDDE0
𡸳	2-08-43	第4水準	U+21E33	0xD847 0xDE33
崆	2-08-44	第4水準	U+5D06	0x5D06
崐	2-08-45	第4水準	U+5D10	0x5D10
崫	2-08-46	第4水準	U+5D2B	0x5D2B
崝	2-08-47	第4水準	U+5D1D	0x5D1D
崠	2-08-48	第4水準	U+5D20	0x5D20
崤	2-08-49	第4水準	U+5D24	0x5D24
崦	2-08-50	第4水準	U+5D26	0x5D26
崱	2-08-51	第4水準	U+5D31	0x5D31
崹	2-08-52	第4水準	U+5D39	0x5D39
嵂	2-08-53	第4水準	U+5D42	0x5D42
㟨	2-08-54	第4水準	U+37E8	0x37E8
嵡	2-08-55	第4水準	U+5D61	0x5D61
嵪	2-08-56	第4水準	U+5D6A	0x5D6A
㟴	2-08-57	第4水準	U+37F4	0x37F4
嵰	2-08-58	第4水準	U+5D70	0x5D70
𡼞	2-08-59	第4水準	U+21F1E	0xD847 0xDF1E
㟽	2-08-60	第4水準	U+37FD	0x37FD
嶈	2-08-61	第4水準	U+5D88	0x5D88
㠀	2-08-62	第4水準	U+3800	0x3800
嶒	2-08-63	第4水準	U+5D92	0x5D92
嶔	2-08-64	第4水準	U+5D94	0x5D94
嶗	2-08-65	第4水準	U+5D97	0x5D97
嶙	2-08-66	第4水準	U+5D99	0x5D99
嶰	2-08-67	第4水準	U+5DB0	0x5DB0
嶲	2-08-68	第4水準	U+5DB2	0x5DB2
嶴	2-08-69	第4水準	U+5DB4	0x5DB4
𡽶	2-08-70	第4水準	U+21F76	0xD847 0xDF76
嶹	2-08-71	第4水準	U+5DB9	0x5DB9
巑	2-08-72	第4水準	U+5DD1	0x5DD1
巗	2-08-73	第4水準	U+5DD7	0x5DD7
巘	2-08-74	第4水準	U+5DD8	0x5DD8
巠	2-08-75	第4水準	U+5DE0	0x5DE0
𡿺	2-08-76	第4水準	U+21FFA	0xD847 0xDFFA
巤	2-08-77	第4水準	U+5DE4	0x5DE4
巩	2-08-78	第4水準	U+5DE9	0x5DE9
㠯	2-08-79	第4水準	U+382F	0x382F
帀	2-08-80	第4水準	U+5E00	0x5E00
㠶	2-08-81	第4水準	U+3836	0x3836
帒	2-08-82	第4水準	U+5E12	0x5E12
帕	2-08-83	第4水準	U+5E15	0x5E15
㡀	2-08-84	第4水準	U+3840	0x3840
帟	2-08-85	第4水準	U+5E1F	0x5E1F
帮	2-08-86	第4水準	U+5E2E	0x5E2E
帾	2-08-87	第4水準	U+5E3E	0x5E3E
幉	2-08-88	第4水準	U+5E49	0x5E49
㡜	2-08-89	第4水準	U+385C	0x385C
幖	2-08-90	第4水準	U+5E56	0x5E56
㡡	2-08-91	第4水準	U+3861	0x3861
幫	2-08-92	第4水準	U+5E6B	0x5E6B
幬	2-08-93	第4水準	U+5E6C	0x5E6C
幭	2-08-94	第4水準	U+5E6D	0x5E6D
幮	2-12-01	第4水準	U+5E6E	0x5E6E
𢅻	2-12-02	第4水準	U+2217B	0xD848 0xDD7B
庥	2-12-03	第4水準	U+5EA5	0x5EA5
庪	2-12-04	第4水準	U+5EAA	0x5EAA
庬	2-12-05	第4水準	U+5EAC	0x5EAC
庹	2-12-06	第4水準	U+5EB9	0x5EB9
庿	2-12-07	第4水準	U+5EBF	0x5EBF
廆	2-12-08	第4水準	U+5EC6	0x5EC6
廒	2-12-09	第4水準	U+5ED2	0x5ED2
廙	2-12-10	第4水準	U+5ED9	0x5ED9
𢌞	2-12-11	第4水準	U+2231E	0xD848 0xDF1E
廽	2-12-12	第4水準	U+5EFD	0x5EFD
弈	2-12-13	第4水準	U+5F08	0x5F08
弎	2-12-14	第4水準	U+5F0E	0x5F0E
弜	2-12-15	第4水準	U+5F1C	0x5F1C
𢎭	2-12-16	第4水準	U+223AD	0xD848 0xDFAD
弞	2-12-17	第4水準	U+5F1E	0x5F1E
彇	2-12-18	第4水準	U+5F47	0x5F47
彣	2-12-19	第4水準	U+5F63	0x5F63
彲	2-12-20	第4水準	U+5F72	0x5F72
彾	2-12-21	第4水準	U+5F7E	0x5F7E
徏	2-12-22	第4水準	U+5F8F	0x5F8F
徢	2-12-23	第4水準	U+5FA2	0x5FA2
徤	2-12-24	第4水準	U+5FA4	0x5FA4
徸	2-12-25	第4水準	U+5FB8	0x5FB8
忄	2-12-26	第4水準	U+5FC4	0x5FC4
㣺	2-12-27	第4水準	U+38FA	0x38FA
忇	2-12-28	第4水準	U+5FC7	0x5FC7
忋	2-12-29	第4水準	U+5FCB	0x5FCB
忒	2-12-30	第4水準	U+5FD2	0x5FD2
忓	2-12-31	第4水準	U+5FD3	0x5FD3
忔	2-12-32	第4水準	U+5FD4	0x5FD4
忢	2-12-33	第4水準	U+5FE2	0x5FE2
忮	2-12-34	第4水準	U+5FEE	0x5FEE
忯	2-12-35	第4水準	U+5FEF	0x5FEF
忳	2-12-36	第4水準	U+5FF3	0x5FF3
忼	2-12-37	第4水準	U+5FFC	0x5FFC
㤗	2-12-38	第4水準	U+3917	0x3917
怗	2-12-39	第4水準	U+6017	0x6017
怢	2-12-40	第4水準	U+6022	0x6022
怤	2-12-41	第4水準	U+6024	0x6024
㤚	2-12-42	第4水準	U+391A	0x391A
恌	2-12-43	第4水準	U+604C	0x604C
恿	2-12-44	第4水準	U+607F	0x607F
悊	2-12-45	第4水準	U+608A	0x608A
悕	2-12-46	第4水準	U+6095	0x6095
您	2-12-47	第4水準	U+60A8	0x60A8
𢛳	2-12-48	第4水準	U+226F3	0xD849 0xDEF3
悰	2-12-49	第4水準	U+60B0	0x60B0
悱	2-12-50	第4水準	U+60B1	0x60B1
